perturbation,mean_cascade_size,std_cascade_size,n_seed_nodes
-0.2,0.04400000000000001,0.03397478056273085,15
-0.1,0.04400000000000001,0.03397478056273085,15
0.0,0.04400000000000001,0.03397478056273085,15
0.1,0.04400000000000001,0.03397478056273085,15
0.2,0.04400000000000001,0.03397478056273085,15
