perturbation,mean_cascade_size,std_cascade_size,n_seed_nodes
-0.2,1.0,0.0,10
-0.1,0.9314166666666666,0.05747389369783573,10
-0.05,0.7789166666666667,0.12657711868781277,10
0.0,0.5078333333333334,0.1338325146416544,10
0.05,0.24641666666666664,0.1106448899256837,10
0.1,0.10933333333333332,0.04360456426443633,10
0.2,0.06708333333333333,0.025468602069175773,10
